#CRTS ID,RA (J2000),Dec (J2000),UT Date,Mag,CSS images,SDSS,Others,Followed,Last,LC,FC,Classification
CSS130930:010305-143448,15.77167,-14.58,20130930.38,17.57,1309300150064136355,no,13635,no,2016-11-04,13635,yes,SN mag 21
CSS151205:010307-011522,15.78078,-1.25622,20151205.13,19.36,1512050010064119041,yes,11904,no,2016-11-06,11904,yes,"SN SDSS mag 20,4"
CSS110116:010329+331822,15.87079,33.30612,20110116.23,18.02,1101161320054126530,yes,12653,no,2016-10-27,12653,yes,CV mag 21
CSS131004:010407+393818,16.02728,39.63821,20131004.24,12.88,1310041400054104521,no,10452,no,2016-10-30,10452,yes,HPM LHS_1185
CSS091009:010412-031341,16.04836,-3.22818,20091009.29,17.18,910090040064127915,yes,27915,yes,2016-11-06,27915,yes,"CV (spec) mag 18,8 eclipsing?"
CSS091109:010427+021023,16.11182,2.17305,20091109.21,18.19,911091010064138611,no,38611,no,2016-10-29,38611,yes,"Var M31 mag 20,0"
CSS160922:010433-015902,16.1394,-1.98379,20160922.39,18.09,1609220010064109727,yes,10972,no,2016-11-06,10972,yes,"SN (spec) SDSS mag 22,3"
CSS121009:010455-180723,16.22899,-18.12297,20121009.32,12.96,1210090180064127981,no,12798,no,2016-11-07,12798,yes,HPM LHS_134
CSS131110:010513+143025,16.30487,14.50683,20131110.12,18.33,1311101150064106486,yes,10648,no,2016-11-06,10648,yes,"Flare SDSS mag 20,4"
CSS080921:010522+110253,16.34257,11.04802,20080921.38,16.45,809211090064126748,yes,26748,yes,2016-11-06,26748,no,CV past_outburst mag ~20 GALEX
CSS120914:010533+084631,16.38889,8.77522,20120914.39,20.11,1209141090064105618,yes,10561,no,2016-11-06,10561,yes,"SN SDSS mag 21,4"
CSS130902:010533+065505,16.38904,6.918,20130902.34,19.53,1309021070064121638,yes,12163,no,2016-10-29,12163,yes,"SN SDSS mag 20,7"
CSS111116:010537-023351,16.40219,-2.56422,20111116.18,19.82,1111160010064104203,yes,10420,yes,2016-11-06,10420,yes,"SN SDSS mag 21,3"
CSS100910:010539+282931,16.41327,28.49204,20100910.35,13.0,1009101290064106299,yes,10629,no,2016-10-27,10629,yes,HPM LHS_135
CSS121008:010539+282931,16.41443,28.49189,20121008.42,13.06,1210081290064104773,yes,10477,no,2016-10-27,10477,yes,HPM LHS_135
CSS140702:010540+282931,16.41572,28.49184,20140702.42,13.21,1407021290064105270,yes,10527,no,2016-10-27,10527,yes,HPM mag 13
CSS091016:010550+190317,16.45873,19.05477,20091016.3,16.31,910161180064133334,yes,33334,yes,2016-11-06,33334,yes,"CV mag 19,6"
CSS111117:010555-122049,16.47769,-12.34684,20111117.2,16.93,1111170120064131084,no,13108,yes,2016-11-04,13108,yes,"SN 2011ig mag 17,6"
CSS120104:010558-085437,16.49312,-8.91033,20120104.12,17.42,1201040090064129965,no,12996,yes,2016-11-04,12996,yes,"CV (spec) SDSS mag 20,5"
CSS131111:010704+424312,16.76624,42.72006,20131111.3,15.72,1311111430054111140,yes,11114,no,2016-10-30,11114,yes,"CV IZ_And SDSS 19,3"
CSS151002:010709-095131,16.78955,-9.85855,20151002.34,17.92,1510020090064116298,yes,11629,no,2016-11-04,11629,yes,"CV SDSS mag 21,3"
CSS151130:010720+322359,16.83467,32.39971,20151130.18,15.43,1511301320064125325,yes,12532,no,2016-10-27,12532,yes,"SN (2015ar) mag 13,4"
CSS131028:010735+141009,16.89532,14.16917,20131028.24,18.73,1310281150064101162,yes,10116,no,2016-11-06,10116,yes,"SN SDSS mag 21,4"
CSS101031:010749+341236,16.95427,34.20991,20101031.33,12.65,1010311350054106115,yes,10611,no,2016-10-27,10611,yes,HPM LHS 137
CSS150925:010750+341238,16.95664,34.21059,20150925.19,12.8,1509251350054106180,yes,10618,no,2016-10-27,10618,yes,HPM LHS_137
CSS090911:010801+215208,17.00321,21.86896,20090911.4,19.42,909111210064128226,yes,28226,yes,2016-11-06,28226,yes,"CV SDSS mag >21,5"
CSS161001:010918+174749,17.32634,17.79707,20161001.34,17.86,1610011180064110646,yes,11064,no,2016-11-06,11064,yes,"SN SDSS mag 19,9"
CSS130828:010923+294932,17.34556,29.82556,20130828.46,17.54,1308281290064131091,yes,13109,no,2016-10-27,13109,yes,HPM 2MASS_J010921
CSS101206:010931-101305,17.38065,-10.21814,20101206.21,18.2,1012060090074115654,yes,11565,no,2016-11-04,11565,yes,"SN SDSS mag 15,9"
CSS130915:010942+062429,17.42629,6.408,20130915.39,19.9,1309151070074113180,yes,11318,no,2016-11-06,11318,yes,"AGN SDSS mag 21,6"
CSS131015:010946-274524,17.44248,-27.75663,20131015.31,16.81,1310150260064106672,no,10667,no,2016-10-12,10667,yes,"CV mag 19,0 2QZ_J0109"
CSS151008:010947+131829,17.44477,13.30804,20151008.37,16.72,1510081120074130987,yes,13098,no,2016-11-06,13098,yes,SN (Liao et al) UGC_722
CSS080930:010947+221513,17.44751,22.25355,20080930.29,19.41,809301210064140058,yes,40058,no,2016-11-06,40058,no,Comet C/2007 W1
CSS081119:010959+051521,17.49521,5.25583,20081119.12,20.05,811191040074140243,yes,40243,yes,2016-11-06,40243,no,Ast
CSS121009:011101-172841,17.7543,-17.47819,20121009.39,17.26,1210090180074131839,no,13183,no,2016-11-07,13183,yes,"SN 2MASX_J011059 mag 15,3"
CSS081024:011134+275922,17.89353,27.98938,20081024.33,19.66,810241260064139598,yes,39598,no,2016-10-27,39598,no,"CV SDSS mag 19,8"
CSS080923:011149+143826,17.95513,14.64064,20080923.25,16.8,809231150074107756,yes,7756,yes,2016-11-06,7756,no,"SN 2008fr SDSS mag 19,2"
CSS080924:011158+351724,17.99,35.29008,20080924.26,14.41,809241350064130912,yes,30912,yes,2016-10-27,30912,no,CV V* FN And mag 18
CSS081222:011250+320818,18.20977,32.1382,20081222.17,15.81,812221320064119991,yes,19991,yes,2016-10-27,19991,no,"Blazar 4C 31,03"
CSS080922:011307+215250,18.27812,21.88067,20080922.46,15.13,809221210074124820,yes,24820,yes,2016-11-06,24820,no,"CV mag 20,2 (SU_UMa p=0,0989d_Maehara)_DSS,PQ"
CSS151102:011316-063052,18.31757,-6.51454,20151102.22,18.55,1511020070074126189,yes,12618,no,2016-11-06,12618,yes,"Blazar SDSS mag 20,4"
CSS081030:011341+044718,18.42286,4.78832,20081030.19,17.78,810301040074123661,yes,23661,yes,2016-11-06,23661,no,"SN 2008gu SDSS mag 16,1 in_SDSS_DR8"
CSS130828:011353+290215,18.47194,29.03744,20130828.46,18.7,1308281290064116109,yes,11610,no,2016-10-27,11610,yes,"SN SDSS 2MASS_J011352 mag 15,3"
CSS130902:011357+063604,18.48552,6.60114,20130902.37,19.29,1309021070074116316,yes,11631,no,2016-11-06,11631,yes,"AGN SDSS mag 21,3"
CSS110921:011408+122256,18.53521,12.38222,20110921.37,17.79,1109211120074116827,yes,11682,no,2016-11-06,11682,yes,"Blazar SDSS mag 18,8"
CSS101030:011411+054225,18.54487,5.70691,20101030.25,17.9,1010301070074100959,yes,10095,yes,2016-11-06,10095,yes,Blazar mag 21
CSS101010:011441+442846,18.67241,44.47941,20101010.29,15.59,1010101430054165221,yes,16522,no,2016-10-30,16522,yes,HPM LHS_1218 mag 15
CSS141130:011442+442845,18.67382,44.47924,20141130.15,15.47,1411301430054161130,yes,16113,no,2016-10-30,16113,yes,HPM LHS_1218
CSS111019:011445-203211,18.68565,-20.5365,20111019.32,17.37,1110190210074126561,no,12656,no,2016-11-07,12656,yes,"CV mag 20,0"
CSS120917:011451+262322,18.71427,26.38937,20120917.35,17.62,1209171260074119171,yes,11917,yes,2016-10-27,11917,yes,"Blazar SDSS mag 19,3"
CSS121015:011507-143613,18.77724,-14.60368,20121015.36,18.58,1210150150074131189,no,13118,no,2016-11-04,13118,yes,"AGN mag 20,0"
CSS101008:011517+245530,18.81888,24.92506,20101008.33,18.56,1010081230074139999,yes,13999,yes,2016-11-06,13999,yes,"CV SDSS mag 21,2"
CSS080624:011532+373736,18.88405,37.62656,20080624.43,15.02,806241380064116866,no,16866,no,2016-10-27,16866,no,"CV FO And Mag 17,2"
CSS081205:011543+333724,18.93017,33.62338,20081205.14,16.59,812051320064148648,yes,48648,yes,2016-10-27,48648,no,"CV burst DSS2-B SDSS mag 21,3"
CSS151023:011613+323839,19.05219,32.64427,20151023.27,17.13,1510231320064127935,yes,12793,no,2016-10-27,12793,yes,"CV SDSS mag 20,3"
CSS081220:011614+092216,19.05736,9.37115,20081220.13,16.12,812201090074110332,yes,10332,yes,2016-11-06,10332,no,"CV mag 19,2"
CSS111119:011631+241919,19.12771,24.32189,20111119.21,13.5,1111191230074124966,yes,12496,no,2016-11-06,12496,yes,HPM LHS_139
CSS150924:011631+241916,19.12962,24.32118,20150924.43,13.69,1509241230074129421,yes,12942,no,2016-11-06,12942,yes,"HPM SDSS mag 14,4"
CSS140925:011655+063150,19.23009,6.53069,20140925.42,18.98,1409251070074113529,yes,11352,no,2016-11-06,11352,yes,"AGN SDSS mag 19,8"
CSS161011:011715+065753,19.31415,6.96459,20161011.33,17.14,1610111070074115832,yes,11583,no,2016-11-06,11583,yes,"SN (AT2016gta) SDSS mag 18,6"
CSS111225:011729+085854,19.37169,8.98169,20111225.18,19.38,1112251090074105873,yes,10587,yes,2016-11-06,10587,yes,"AGN SDSS mag 20,1"
CSS140925:011731+054106,19.37757,5.68492,20140925.42,19.34,1409251070074100812,yes,10081,no,2016-11-06,10081,yes,"SN (spec) SDSS mag 20,8"
CSS081001:011734-031424,19.39286,-3.24013,20081001.29,19.25,810010040074127984,yes,27984,no,2016-11-06,27984,no,Var SDSS mag >22
CSS090916:011748+011303,19.45113,1.21744,20090916.32,19.44,909161010074118793,yes,18793,yes,2016-11-06,18793,yes,"SN SDSS mag 21,8"
CSS101014:011749-211106,19.4531,-21.18512,20101014.3,17.65,1010140210074119678,yes,11967,yes,2016-11-07,11967,yes,"Blazar PKS_0115-214 z=1,49"
CSS110130:011755+211320,19.47764,21.22232,20110130.14,19.55,1101301210074122822,yes,12282,yes,2016-11-06,12282,yes,"SN SDSS mag 17,7"
CSS130916:011806+271126,19.52332,27.19048,20130916.31,17.58,1309161260074128615,yes,12861,no,2016-10-27,12861,yes,"SN (spec) SDSS mag 22,5"
CSS101113:011857-214130,19.73858,-21.69168,20101113.24,16.85,1011130210074111848,yes,11184,yes,2016-11-07,11184,yes,"Blazar HB89_0116-219 z=1,16"
CSS101028:011942+302449,19.92593,30.41368,20101028.18,19.29,1010281290074137474,yes,13747,yes,2016-10-27,13747,yes,SN 2010jx mag >22
CSS121114:011948-241624,19.94974,-24.27347,20121114.22,17.16,1211140230074119666,no,11966,no,2016-11-07,11966,yes,"CV mag 20,5"
CSS101204:012100+325545,20.24844,32.92911,20101204.17,13.2,1012041320074131511,yes,13151,no,2016-10-27,13151,yes,"CV (Itagaki) SDSS mag 20,2"
CSS151106:012102+142733,20.2584,14.4593,20151106.15,19.32,1511061150074105038,yes,10503,no,2016-11-06,10503,yes,"SN SDSS mag 21,8"
CSS101114:012130+013420,20.37707,1.57225,20101114.24,15.9,1011141010084122106,yes,12210,yes,2016-11-06,12210,yes,Flare mag 16
CSS080923:012133+294114,20.38666,29.68731,20080923.22,18.82,809231290074123293,yes,23293,yes,2016-10-27,23293,no,"SN SDSS mag 21,7 gal (p60)"
CSS121009:012201-083350,20.50225,-8.56376,20121009.34,17.3,1210090090084147600,yes,14760,no,2016-11-04,14760,yes,"CV SDSS mag 21,6"
CSS130903:012242+181655,20.67294,18.28188,20130903.45,19.11,1309031180084122459,yes,12245,no,2016-11-06,12245,yes,SN (spec) SDSS mag >22
CSS071112:012312+120818,20.80111,12.13833,20071112.17,18.93,711121120084111043,no,11043,no,2016-11-06,11043,no,SN PQ source mag ~22
CSS131126:012352+025459,20.96842,2.9164,20131126.27,19.68,1311261040084101817,yes,10181,no,2016-11-06,10181,yes,"AGN SDSS mag 20,5"
CSS151009:012353-045558,20.96983,-4.93278,20151009.26,18.96,1510090040084109400,yes,10940,no,2016-11-06,10940,yes,"AGN SDSS mag 20,8"
CSS161107:012407+231107,21.02794,23.18541,20161107.28,19.75,1611071230074109142,yes,10914,no,2016-11-07,10914,yes,SN SDSS mag >22
CSS140925:012410+031136,21.04282,3.19332,20140925.43,19.81,1409251040084105517,yes,10551,no,2016-11-06,10551,yes,SN SDSS mag 22
CSS111006:012422+402356,21.09311,40.39894,20111006.36,17.27,1110061400064119848,yes,11984,no,2016-10-30,11984,yes,"HPM EGGR_517 SDSS mag 16,9"
CSS081009:012523-181020,21.34599,-18.17228,20081009.28,16.32,810090180084119813,no,19813,no,2016-11-07,19813,no,"SN 2008gg NGC 539 mag 14,0"
CSS151009:012523-091741,21.34755,-9.29484,20151009.34,19.09,1510090090084228144,yes,22814,no,2016-11-04,22814,yes,"AGN SDSS mag 20,4"
CSS121112:012539+322308,21.41404,32.38569,20121112.22,15.03,1211121320074127003,yes,12700,no,2016-10-27,12700,yes,CV TY_Psc
CSS120121:012552+043046,21.46631,4.51283,20120121.14,18.52,1201211040084125122,yes,12512,no,2016-11-06,12512,yes,"AGN SDSS mag 18,7"
CSS091110:012612+113016,21.55154,11.50432,20091110.26,18.84,911101120084103272,no,3272,yes,2016-11-06,3272,yes,Blazar (spec) NVSS_J012612+113009
CSS111016:012615+174808,21.56367,17.80215,20111016.38,18.13,1110161180084108543,yes,10854,yes,2016-11-06,10854,yes,"SN SDSS mag 22,8"
CSS101011:012655-022053,21.73038,-2.34794,20101011.3,19.79,1010110010084107400,yes,10740,yes,2016-11-06,10740,yes,"AGN SDSS mag 20,0"
CSS080921:012706+031306,21.77409,3.21826,20080921.38,17.63,809211040084103568,yes,3568,yes,2016-11-06,3568,no,"SN 2008gs SDSS mag 21,6"
CSS161107:012706+125127,21.77577,12.8576,20161107.25,14.72,1611071120084120846,no,12084,no,2016-11-07,12084,yes,HPM LP_467-68
CSS121013:012715+005224,21.81079,0.87337,20121013.33,19.08,1210131010084212549,yes,21254,no,2016-11-06,21254,yes,"SN SDSS mag 22,9"
CSS140702:012819+235954,22.0807,23.99824,20140702.45,18.99,1407021230084121841,yes,12184,no,2016-11-06,12184,yes,"SN SDSS mag >22,5"
CSS130905:012822-075122,22.09132,-7.85612,20130905.44,17.0,1309050070084111234,yes,11123,no,2016-11-06,11123,yes,"SN (anon/spec) SDSS mag 19,2"
CSS161107:012833+003808,22.13552,0.63542,20161107.22,19.88,1611071010084108990,yes,10899,no,2016-11-07,10899,yes,"AGN SDSS mag 22,0"
CSS100114:012838+184536,22.15971,18.75991,20100114.11,17.75,1001141180084126439,yes,12643,no,2016-11-06,12643,yes,CV (spec) PQ mag 21
CSS141018:012842+113051,22.17551,11.51414,20141018.33,15.52,1410181120084103311,no,10331,no,2016-11-06,10331,yes,"CV SDSS mag 20,8"
CSS130905:012848-003631,22.19842,-0.60855,20130905.38,18.63,1309050010084135719,yes,13571,no,2016-11-06,13571,yes,SN (unknown) SDSS mag >22
CSS121010:012853-233944,22.21922,-23.66231,20121010.27,16.66,1210100230084125630,no,12563,no,2016-11-07,12563,yes,CV EQ_Cet
CSS150122:012856-041129,22.2319,-4.19128,20150122.09,19.1,1501220040084117093,yes,11709,no,2016-11-06,11709,yes,"SN SDSS mag 21,5"
CSS140924:012857-164444,22.23919,-16.74544,20140924.33,18.3,1409240150084102889,no,10288,no,2016-11-04,10288,yes,"CV mag 20,5"
CSS090817:012950-065225,22.45832,-6.87366,20090817.44,19.8,908170070084124888,yes,24888,yes,2016-11-06,24888,yes,"AGN SDSS mag 20,2"
CSS121212:012957+080022,22.48784,8.006,20121212.1,18.86,1212121070084233940,yes,23394,no,2016-11-06,23394,yes,"Blazar SDSS mag 21,0"
CSS120915:013021-035412,22.58748,-3.90335,20120915.42,19.68,1209150040094134613,yes,13461,no,2016-11-02,13461,yes,"AGN SDSS mag 20,1"
CSS081119:013055-014208,22.72839,-1.70227,20081119.18,19.04,811190010094117739,yes,17739,yes,2016-11-02,17739,no,"SN SDSS mag 21,7"
CSS090818:013119+204008,22.8272,20.66887,20090818.45,19.76,908181210084113907,yes,13907,yes,2016-11-06,13907,yes,"SN SDSS mag 21,5 obj"
CSS151114:013141-003907,22.9188,-0.65181,20151114.25,18.21,1511140010094131284,yes,13128,no,2016-11-02,13128,yes,"Flare SDSS mag 21,3"
CSS141017:013150-221736,22.95965,-22.2933,20141017.2,17.5,1410170210084104025,no,10402,no,2016-11-07,10402,yes,CV mag >21
CSS141118:013203-104357,23.01164,-10.73257,20141118.26,15.87,1411180090094108372,yes,10837,no,2016-11-06,10837,yes,"CV (ASASSN-14kd?) SDSS mag 20,4"
CSS080930:013239+302922,23.16395,30.48945,20080930.4,19.7,809301290084140240,yes,40240,no,2016-10-27,40240,no,var MESSIER 033:[SC83] J002
CSS080703:013244+302302,23.18354,30.38389,20080703.41,19.78,807031290084137489,yes,37489,yes,2016-10-27,37489,no,Mira in M33
CSS141118:013255-013727,23.2284,-1.62426,20141118.16,18.24,1411180010094115839,yes,11583,no,2016-11-02,11583,yes,"SN (Master) mag 15,1"
CSS121008:013257+302425,23.23871,30.40685,20121008.43,16.77,1210081290084139283,yes,13928,no,2016-10-27,13928,yes,Nova (Nishiyama)
CSS121016:013308+302259,23.28538,30.38311,20121016.4,18.98,1210161290084140460,yes,14046,no,2016-10-27,14046,yes,LPV M31 mag >21
CSS091027:013309+383217,23.28632,38.5381,20091027.22,15.89,910271380074143391,no,43391,yes,2016-10-27,43391,yes,"CV CSS mag 18,5"
CSS120222:013311+304011,23.29669,30.66962,20120222.14,17.28,1202221290084142231,yes,14223,yes,2016-10-27,14223,yes,Nova (Itagaki) M31_2012-02a
CSS071119:013327+304127,23.36379,30.6909,20071119.13,17.72,711191290084136060,yes,36060,no,2016-10-27,36060,no,"Var SR M33 P19844 (mag -7,2)"
CSS120125:013339+305758,23.41373,30.96617,20120125.14,18.43,1201251290084153337,yes,15333,yes,2016-10-27,15333,yes,Var M33
CSS110924:013343+344837,23.42892,34.81032,20110924.29,15.88,1109241350074121359,yes,12135,yes,2016-10-27,12135,yes,"SN 2011gb SDSS mag 17,3"
CSS150913:013409-001753,23.53697,-0.29793,20150913.45,18.82,1509130010094135118,yes,13511,no,2016-11-02,13511,yes,SN SDSS mag 22
CSS141117:013438+310507,23.65959,31.0853,20141117.18,18.24,1411171320084101121,yes,10112,no,2016-10-27,10112,yes,Nova M33
CSS111017:013448+161423,23.6982,16.23967,20111017.21,19.25,1110171150094126930,yes,12693,yes,2016-11-05,12693,yes,SN SDSS mag >22
CSS090817:013456-095626,23.73271,-9.94046,20090817.44,20.34,908170090094126293,yes,26293,no,2016-11-06,26293,yes,"SN SDSS mag 21,2 gal"
CSS120218:013618+114123,24.07414,11.68959,20120218.11,18.89,1202181120094104611,no,10461,yes,2016-11-05,10461,yes,"SN SDSS mag 20,3"
CSS081031:013628+311031,24.11572,31.17523,20081031.28,19.71,810311320084103560,yes,3560,yes,2016-10-27,3560,no,"AGN red SDSS mag 22,8"
CSS161107:013635+193432,24.14416,19.57569,20161107.43,18.46,1611071180094132061,yes,13206,no,2016-11-07,13206,yes,"AGN SDSS mag 21,3"
CSS101210:013637+320040,24.15423,32.01113,20101210.16,13.87,1012101320084121519,yes,12151,no,2016-10-27,12151,yes,CV TW_Tri
CSS121008:013641+290320,24.17281,29.05543,20121008.43,16.91,1210081290084113755,yes,11375,no,2016-10-27,11375,yes,"Flare SDSS mag 20,1"
CSS130106:013658+093347,24.24024,9.56306,20130106.15,19.57,1301061090094117234,yes,11723,no,2016-11-05,11723,yes,HPM 2MASS_J013656
CSS111228:013701-091235,24.25438,-9.20979,20111228.14,12.68,1112280090094129502,yes,12950,no,2016-11-06,12950,yes,"CV GZ_Cet SDSS mag 18,6"
CSS151202:013716-091416,24.31847,-9.23782,20151202.22,17.89,1512020090094130838,yes,13083,no,2016-11-06,13083,yes,SN SDSS mag >22
CSS091121:013728+253450,24.36768,25.58061,20091121.14,17.78,911211260084103595,yes,3595,yes,2016-10-27,3595,yes,"SN 2009ng SDSS mag 21,9"
CSS100916:013737+300249,24.4051,30.04685,20100916.45,14.67,1009161290084131880,yes,13188,no,2016-10-27,13188,yes,CV TX_Tri
CSS131224:013745+121243,24.4366,12.21187,20131224.14,19.34,1312241120094114656,no,11465,no,2016-11-05,11465,yes,"SN SDSS mag 21,8"
CSS120916:013813+211109,24.55447,21.18588,20120916.32,19.27,1209161210094128601,yes,12860,no,2016-11-07,12860,yes,"SN SDSS mag >22,5"
CSS111028:013833+222556,24.63774,22.43226,20111028.3,19.73,1110281210094139926,yes,13992,no,2016-11-07,13992,yes,"SN SDSS mag 22,9"
CSS150913:013836-044047,24.65048,-4.67984,20150913.45,17.2,1509130040094113753,yes,11375,no,2016-11-02,11375,yes,"SN (ASASSN-15pm) SDSS mag 14,8"
CSS130930:013836-192936,24.65208,-19.49326,20130930.4,18.66,1309300180094104003,yes,10400,no,2016-10-10,10400,yes,"SN (spec) SDSS mag 20,6"
CSS110701:013850+112121,24.70731,11.35593,20110701.45,15.25,1107011120094102684,no,10268,no,2016-11-05,10268,yes,HPM LHS_144
CSS150918:013850+112115,24.7083,11.35424,20150918.4,15.35,1509181120094101366,no,10136,no,2016-11-05,10136,yes,HPM LHS_144
CSS100116:013904-003712,24.76868,-0.62005,20100116.11,18.22,1001160010094128466,yes,12846,no,2016-11-02,12846,yes,"SN 2010S SDSS mag 22,3"
CSS111127:013905+193002,24.76942,19.50065,20111127.27,19.05,1111271180094145781,yes,14578,yes,2016-11-07,14578,yes,"AGN SDSS mag 20,7"
CSS130913:013913-025241,24.80422,-2.87795,20130913.38,18.95,1309130040094143775,yes,14377,no,2016-11-02,14377,yes,SN (spec) SDSS mag >22
CSS131030:013919+171418,24.82868,17.23837,20131030.27,18.99,1310301180094105274,yes,10527,no,2016-11-07,10527,yes,"SN SDSS mag 21,3"
CSS071215:013944+055947,24.93541,5.9964,20071215.13,19.06,712151070094103915,yes,3915,no,2016-11-07,3915,no,Ast no SDSS
CSS130113:014024-113511,25.09964,-11.58628,20130113.12,19.03,1301130120094138246,no,13824,yes,2016-11-06,13824,yes,"Blazar mag 20,2"
CSS151108:014041-082311,25.17008,-8.38629,20151108.22,18.23,1511080070094101285,yes,10128,no,2016-11-02,10128,yes,"CV SDSS mag 19,3"
CSS151003:014052+162540,25.21675,16.42788,20151003.37,18.79,1510031150094132222,yes,13222,no,2016-11-05,13222,yes,"SN SDSS mag 20,7"
CSS121009:014120-093343,25.33279,-9.56205,20121009.34,18.9,1210090090094131313,yes,13131,no,2016-11-06,13131,yes,SN SDSS mag 20
CSS140209:014137+114030,25.40524,11.67512,20140209.12,18.36,1402091120094104587,no,10458,no,2016-11-05,10458,yes,"Flare SDSS mag 21,3"
CSS101127:014150+090822,25.46001,9.13933,20101127.24,14.69,1011271090094109951,yes,10995,yes,2016-11-05,10995,yes,"CV mag 20,0"
CSS130902:014207+372314,25.53089,37.38732,20130902.46,13.16,1309021380084117815,no,11781,no,2016-10-27,11781,yes,HPM LHS_1285
CSS121008:014245+213928,25.68653,21.65791,20121008.36,17.0,1210081210094133123,yes,13312,no,2016-11-07,13312,yes,"SN SDSS mag 20,4"
CSS151130:014258+273410,25.74351,27.56958,20151130.26,17.6,1511301260094129432,yes,12943,no,2016-11-06,12943,yes,"SN SDSS mag 18,1"
CSS110702:014348+181252,25.94926,18.21434,20110702.45,18.6,1107021180094118167,yes,11816,no,2016-11-07,11816,yes,"SN SDSS mag 21,2"
